B,I,T,VG,Vxx,Vxy
1.5232,1.05e-08,1.727,6.156156156,1.46e-06,2.29e-05
1.5232,1.05e-08,1.727,6.176176176,1.56e-06,2.29e-05
1.5232,1.05e-08,1.727,6.196196196,1.59e-06,2.29e-05
1.5232,1.05e-08,1.727,6.216216216,1.68e-06,2.29e-05
1.5232,1.05e-08,1.727,6.236236236,1.49e-06,2.24e-05
1.5232,1.05e-08,1.727,6.256256256,1.42e-06,2.24e-05
1.5232,1.05e-08,1.727,6.276276276,1.37e-06,2.24e-05
1.5231,1.05e-08,1.727,6.296296296,1.32e-06,2.19e-05
1.5231,1.05e-08,1.727,6.316316316,1.5e-06,2.19e-05
1.5231,1.05e-08,1.727,6.336336336,1.4e-06,2.19e-05
1.5231,1.05e-08,1.727,6.356356356,1.57e-06,2.15e-05
1.5231,1.05e-08,1.727,6.376376376,1.72e-06,2.15e-05
1.5231,1.05e-08,1.727,6.396396396,1.64e-06,2.15e-05
1.5231,1.05e-08,1.727,6.416416416,1.24e-06,2.1e-05
1.523,1.05e-08,1.727,6.436436436,1.62e-06,2.1e-05
1.523,1.05e-08,1.727,6.456456456,1.49e-06,2.1e-05
1.523,1.05e-08,1.727,6.476476476,1.72e-06,2.1e-05
1.523,1.05e-08,1.727,6.496496496,1.56e-06,2.1e-05
1.523,1.05e-08,1.727,6.516516517,1.43e-06,2.1e-05
1.523,1.05e-08,1.727,6.536536537,1.74e-06,2.1e-05
1.523,1.05e-08,1.727,6.556556557,1.53e-06,2.05e-05
1.5229,1.05e-08,1.727,6.576576577,1.54e-06,2e-05
1.5229,1.05e-08,1.727,6.596596597,1.33e-06,2.05e-05
1.5229,1.05e-08,1.727,6.616616617,1.27e-06,2.05e-05
1.5229,1.05e-08,1.727,6.636636637,1.34e-06,2.05e-05
1.5229,1.05e-08,1.727,6.656656657,1.25e-06,2e-05
1.5229,1.05e-08,1.727,6.676676677,1.28e-06,2e-05
1.5229,1.05e-08,1.727,6.696696697,1.27e-06,2e-05
1.5229,1.05e-08,1.727,6.716716717,1.36e-06,2e-05
1.5228,1.05e-08,1.727,6.736736737,1.17e-06,1.96e-05
1.5228,1.05e-08,1.727,6.756756757,1.48e-06,1.96e-05
1.5228,1.05e-08,1.727,6.776776777,1.18e-06,1.96e-05
1.5228,1.05e-08,1.727,6.796796797,1.01e-06,1.96e-05
1.5228,1.05e-08,1.727,6.816816817,9.86e-07,1.96e-05
1.5228,1.05e-08,1.727,6.836836837,8.93e-07,1.96e-05
1.5228,1.05e-08,1.727,6.856856857,9.63e-07,1.96e-05
1.5227,1.05e-08,1.727,6.876876877,9.97e-07,1.96e-05
1.5227,1.05e-08,1.727,6.896896897,9.93e-07,1.96e-05
1.5227,1.05e-08,1.727,6.916916917,1.06e-06,1.96e-05
1.5227,1.05e-08,1.727,6.936936937,9.75e-07,1.96e-05
1.5227,1.05e-08,1.727,6.956956957,8.29e-07,1.96e-05
1.5227,1.05e-08,1.727,6.976976977,7.6e-07,1.96e-05
1.5226,1.05e-08,1.727,6.996996997,6.9e-07,1.96e-05
1.5226,1.05e-08,1.727,7.017017017,6.28e-07,1.96e-05
1.5226,1.05e-08,1.727,7.037037037,5.9e-07,1.96e-05
1.5226,1.05e-08,1.727,7.057057057,5.93e-07,1.96e-05
1.5226,1.05e-08,1.727,7.077077077,5.34e-07,1.91e-05
1.5226,1.05e-08,1.727,7.097097097,5.21e-07,1.96e-05
1.5226,1.05e-08,1.727,7.117117117,5.45e-07,1.91e-05
1.5226,1.05e-08,1.727,7.137137137,5.56e-07,1.91e-05
1.5225,1.05e-08,1.727,7.157157157,3.16e-07,1.91e-05
1.5225,1.05e-08,1.727,7.177177177,2.41e-07,1.91e-05
1.5225,1.05e-08,1.727,7.197197197,2.07e-07,1.96e-05
1.5225,1.05e-08,1.727,7.217217217,1.59e-07,1.96e-05
1.5225,1.05e-08,1.727,7.237237237,1.15e-07,1.96e-05
1.5225,1.05e-08,1.727,7.257257257,1.45e-07,1.96e-05
1.5224,1.05e-08,1.727,7.277277277,1.56e-07,1.91e-05
1.5225,1.05e-08,1.727,7.297297297,1.81e-07,1.91e-05
1.5224,1.05e-08,1.727,7.317317317,1.75e-07,1.91e-05
1.5224,1.05e-08,1.727,7.337337337,7.26e-08,1.91e-05
1.5224,1.05e-08,1.727,7.357357357,-1.34e-07,1.96e-05
1.5224,1.05e-08,1.727,7.377377377,-1.65e-07,1.96e-05
1.5224,1.05e-08,1.727,7.397397397,-1.2e-07,1.96e-05
1.5224,1.05e-08,1.727,7.417417417,-2.79e-08,1.96e-05
1.5224,1.05e-08,1.727,7.437437437,2.79e-09,1.96e-05
1.5223,1.05e-08,1.727,7.457457457,4.84e-08,1.96e-05
1.5223,1.05e-08,1.727,7.477477477,1.4e-08,1.91e-05
1.5223,1.05e-08,1.727,7.497497497,4.66e-08,1.91e-05
1.5223,1.05e-08,1.727,7.517517518,-1.05e-07,1.96e-05
1.5223,1.05e-08,1.727,7.537537538,-2.79e-08,1.96e-05
1.5223,1.05e-08,1.727,7.557557558,2.24e-08,1.96e-05
1.5223,1.05e-08,1.727,7.577577578,7.92e-08,1.96e-05
1.5223,1.05e-08,1.727,7.597597598,1.21e-08,1.96e-05
1.5222,1.05e-08,1.727,7.617617618,5.96e-08,1.96e-05
1.5222,1.05e-08,1.727,7.637637638,-1.03e-07,1.96e-05
1.5222,1.05e-08,1.727,7.657657658,-1.62e-07,1.96e-05
1.5222,1.05e-08,1.727,7.677677678,-1.04e-07,1.96e-05
1.5222,1.05e-08,1.727,7.697697698,-8.29e-08,1.96e-05
1.5222,1.05e-08,1.727,7.717717718,-9.13e-08,1.96e-05
1.5221,1.05e-08,1.727,7.737737738,6.98e-08,1.96e-05
1.5221,1.05e-08,1.727,7.757757758,4.84e-08,1.91e-05
1.5221,1.05e-08,1.727,7.777777778,1.74e-07,1.96e-05
1.5221,1.05e-08,1.727,7.797797798,7.17e-08,1.91e-05
1.5221,1.05e-08,1.727,7.817817818,1.86e-08,1.96e-05
1.5221,1.05e-08,1.727,7.837837838,1.12e-07,1.96e-05
1.522,1.05e-08,1.727,7.857857858,-2.42e-08,1.96e-05
1.5221,1.05e-08,1.727,7.877877878,3.05e-07,1.96e-05
1.522,1.05e-08,1.727,7.897897898,3.4e-07,1.91e-05
1.522,1.05e-08,1.727,7.917917918,2.29e-07,1.91e-05
1.522,1.05e-08,1.727,7.937937938,2.47e-07,1.96e-05
1.522,1.05e-08,1.727,7.957957958,2.64e-07,1.91e-05
1.522,1.05e-08,1.727,7.977977978,4.19e-07,1.96e-05
1.522,1.05e-08,1.727,7.997997998,4.71e-07,1.91e-05
1.522,1.05e-08,1.727,8.018018018,5.96e-07,1.86e-05
1.522,1.05e-08,1.727,8.038038038,6.98e-07,1.86e-05
1.522,1.05e-08,1.727,8.058058058,5.5e-07,1.86e-05
1.5219,1.05e-08,1.727,8.078078078,6.21e-07,1.86e-05
1.5219,1.05e-08,1.727,8.098098098,6.1e-07,1.86e-05
1.5219,1.05e-08,1.727,8.118118118,6.28e-07,1.86e-05
1.5219,1.05e-08,1.727,8.138138138,6.85e-07,1.86e-05
1.5219,1.05e-08,1.727,8.158158158,6.98e-07,1.86e-05
1.5219,1.05e-08,1.727,8.178178178,8.77e-07,1.86e-05
1.5218,1.05e-08,1.727,8.198198198,1.05e-06,1.86e-05
1.5218,1.05e-08,1.727,8.218218218,1.05e-06,1.81e-05
1.5218,1.05e-08,1.727,8.238238238,1.11e-06,1.81e-05
1.5218,1.05e-08,1.727,8.258258258,1.07e-06,1.81e-05
1.5218,1.05e-08,1.727,8.278278278,1.01e-06,1.81e-05
1.5218,1.05e-08,1.727,8.298298298,1.17e-06,1.81e-05
1.5218,1.05e-08,1.727,8.318318318,1.18e-06,1.81e-05
1.5218,1.05e-08,1.727,8.338338338,1.3e-06,1.81e-05
1.5218,1.05e-08,1.727,8.358358358,1.49e-06,1.76e-05
1.5218,1.05e-08,1.727,8.378378378,1.61e-06,1.76e-05
1.5217,1.05e-08,1.727,8.398398398,1.73e-06,1.76e-05
1.5217,1.05e-08,1.727,8.418418418,1.62e-06,1.76e-05
1.5217,1.05e-08,1.727,8.438438438,1.72e-06,1.76e-05
1.5217,1.05e-08,1.727,8.458458458,1.47e-06,1.76e-05
1.5217,1.05e-08,1.727,8.478478478,1.57e-06,1.76e-05
1.5217,1.05e-08,1.727,8.498498498,1.54e-06,1.76e-05
1.5217,1.05e-08,1.727,8.518518519,1.84e-06,1.72e-05
1.5216,1.05e-08,1.727,8.538538539,1.68e-06,1.72e-05
1.5216,1.05e-08,1.727,8.558558559,1.77e-06,1.67e-05
1.5216,1.05e-08,1.727,8.578578579,1.78e-06,1.67e-05
1.5216,1.05e-08,1.727,8.598598599,1.62e-06,1.62e-05
1.5216,1.05e-08,1.727,8.618618619,1.63e-06,1.62e-05
1.5216,1.05e-08,1.727,8.638638639,1.52e-06,1.62e-05
1.5216,1.05e-08,1.727,8.658658659,1.51e-06,1.62e-05
1.5216,1.05e-08,1.727,8.678678679,1.62e-06,1.62e-05
1.5215,1.05e-08,1.727,8.698698699,1.53e-06,1.62e-05
1.5215,1.05e-08,1.727,8.718718719,1.6e-06,1.62e-05
1.5215,1.05e-08,1.727,8.738738739,1.64e-06,1.62e-05
1.5215,1.05e-08,1.727,8.758758759,1.68e-06,1.62e-05
1.5215,1.05e-08,1.727,8.778778779,1.61e-06,1.57e-05
1.5215,1.05e-08,1.727,8.798798799,1.59e-06,1.57e-05
1.5215,1.05e-08,1.727,8.818818819,1.44e-06,1.57e-05
1.5215,1.05e-08,1.727,8.838838839,1.38e-06,1.62e-05
1.5215,1.05e-08,1.727,8.858858859,1.29e-06,1.57e-05
1.5215,1.05e-08,1.727,8.878878879,1.32e-06,1.57e-05
1.5215,1.05e-08,1.727,8.898898899,1.46e-06,1.57e-05
1.5214,1.05e-08,1.727,8.918918919,1.45e-06,1.53e-05
1.5214,1.05e-08,1.727,8.938938939,1.4e-06,1.53e-05
1.5214,1.05e-08,1.727,8.958958959,1.4e-06,1.53e-05
1.5214,1.05e-08,1.727,8.978978979,1.2e-06,1.53e-05
1.5214,1.05e-08,1.727,8.998998999,1.19e-06,1.53e-05
1.5214,1.05e-08,1.727,9.019019019,1.08e-06,1.57e-05
1.5214,1.05e-08,1.727,9.039039039,1.1e-06,1.53e-05
1.5213,1.05e-08,1.727,9.059059059,1.08e-06,1.53e-05
1.5213,1.05e-08,1.727,9.079079079,1.02e-06,1.53e-05
1.5213,1.05e-08,1.727,9.099099099,1.1e-06,1.53e-05
1.5213,1.05e-08,1.727,9.119119119,1.02e-06,1.53e-05
1.5213,1.05e-08,1.727,9.139139139,8.88e-07,1.53e-05
1.5213,1.05e-08,1.727,9.159159159,9.27e-07,1.53e-05
1.5213,1.05e-08,1.727,9.179179179,8.67e-07,1.53e-05
1.5212,1.05e-08,1.727,9.199199199,6.91e-07,1.53e-05
1.5212,1.05e-08,1.727,9.219219219,6.72e-07,1.53e-05
1.5212,1.05e-08,1.727,9.239239239,7.48e-07,1.53e-05
1.5212,1.05e-08,1.727,9.259259259,7.04e-07,1.53e-05
1.5212,1.05e-08,1.727,9.279279279,7.39e-07,1.48e-05
1.5212,1.05e-08,1.727,9.299299299,7.44e-07,1.48e-05
1.5212,1.05e-08,1.727,9.319319319,6.18e-07,1.48e-05
1.5212,1.05e-08,1.727,9.339339339,3.96e-07,1.53e-05
1.5212,1.05e-08,1.727,9.359359359,4.76e-07,1.53e-05
1.5211,1.05e-08,1.727,9.379379379,4.41e-07,1.53e-05
1.5211,1.05e-08,1.727,9.399399399,5.48e-07,1.48e-05
1.5211,1.05e-08,1.727,9.419419419,4.28e-07,1.53e-05
1.5211,1.05e-08,1.727,9.439439439,4.6e-07,1.48e-05
1.5211,1.05e-08,1.727,9.459459459,4e-07,1.48e-05
1.5211,1.05e-08,1.727,9.479479479,3.34e-07,1.53e-05
1.521,1.05e-08,1.727,9.499499499,1.9e-07,1.53e-05
1.521,1.05e-08,1.727,9.51951952,1.8e-07,1.53e-05
1.521,1.05e-08,1.727,9.53953954,1.75e-07,1.53e-05
1.521,1.05e-08,1.727,9.55955956,1.68e-07,1.53e-05
1.521,1.05e-08,1.727,9.57957958,2.38e-07,1.53e-05
1.521,1.05e-08,1.727,9.5995996,2.38e-07,1.53e-05
1.521,1.05e-08,1.727,9.61961962,2.48e-07,1.53e-05
1.5209,1.05e-08,1.727,9.63963964,8.01e-08,1.48e-05
1.5209,1.05e-08,1.727,9.65965966,4.56e-08,1.53e-05
1.5209,1.05e-08,1.727,9.67967968,-1.21e-07,1.53e-05
1.5209,1.05e-08,1.727,9.6996997,-1.15e-07,1.53e-05
1.5209,1.05e-08,1.727,9.71971972,-1.13e-07,1.53e-05
1.5209,1.05e-08,1.727,9.73973974,-1.51e-07,1.53e-05
1.5209,1.05e-08,1.727,9.75975976,-1.06e-07,1.53e-05
1.5209,1.05e-08,1.727,9.77977978,8.29e-08,1.48e-05
1.5208,1.05e-08,1.727,9.7997998,1.56e-07,1.48e-05
1.5208,1.05e-08,1.727,9.81981982,3.45e-08,1.48e-05
1.5208,1.05e-08,1.727,9.83983984,-4e-08,1.53e-05
1.5208,1.05e-08,1.727,9.85985986,-2.07e-07,1.53e-05
1.5208,1.05e-08,1.727,9.87987988,-1.11e-07,1.53e-05
1.5207,1.05e-08,1.727,9.8998999,-2.14e-08,1.53e-05
1.5207,1.05e-08,1.727,9.91991992,-8.75e-08,1.53e-05
1.5207,1.05e-08,1.727,9.93993994,7.36e-08,1.53e-05
1.5207,1.05e-08,1.727,9.95995996,9.87e-08,1.53e-05
1.5207,1.05e-08,1.727,9.97997998,1.75e-07,1.53e-05
1.5207,1.05e-08,1.727,10,1.18e-07,1.48e-05
1.5204,1.02e-08,1.727,-10,2.53e-07,-1.57e-05
1.5204,1.05e-08,1.727,-9.97997998,-1.16e-07,-1.57e-05
1.5204,1.05e-08,1.727,-9.95995996,-1.22e-07,-1.57e-05
1.5204,1.05e-08,1.727,-9.93993994,-2.42e-08,-1.57e-05
1.5204,1.05e-08,1.727,-9.91991992,4.38e-08,-1.57e-05
1.5204,1.05e-08,1.727,-9.8998999,8.57e-08,-1.57e-05
1.5203,1.05e-08,1.727,-9.87987988,7.82e-08,-1.57e-05
1.5203,1.05e-08,1.727,-9.85985986,-1.7e-07,-1.57e-05
1.5203,1.05e-08,1.727,-9.83983984,-2.2e-07,-1.57e-05
1.5203,1.05e-08,1.727,-9.81981982,-1.34e-07,-1.53e-05
1.5203,1.05e-08,1.727,-9.7997998,-1.77e-08,-1.57e-05
1.5203,1.05e-08,1.727,-9.77977978,7.54e-08,-1.57e-05
1.5202,1.05e-08,1.727,-9.75975976,-9.31e-10,-1.57e-05
1.5202,1.05e-08,1.727,-9.73973974,3.45e-08,-1.57e-05
1.5202,1.05e-08,1.727,-9.71971972,4.94e-08,-1.57e-05
1.5202,1.05e-08,1.727,-9.6996997,-9.03e-08,-1.57e-05
1.5202,1.05e-08,1.727,-9.67967968,-2.03e-07,-1.57e-05
1.5202,1.05e-08,1.727,-9.65965966,-2.62e-07,-1.57e-05
1.5202,1.05e-08,1.727,-9.63963964,-2.15e-07,-1.57e-05
1.5201,1.05e-08,1.727,-9.61961962,2.14e-08,-1.57e-05
1.5201,1.05e-08,1.727,-9.5995996,1.39e-07,-1.57e-05
1.5201,1.05e-08,1.727,-9.57957958,1.88e-07,-1.57e-05
1.5201,1.05e-08,1.727,-9.55955956,5.59e-08,-1.57e-05
1.5201,1.05e-08,1.727,-9.53953954,3.14e-07,-1.57e-05
1.5201,1.05e-08,1.727,-9.51951952,1.85e-07,-1.57e-05
1.52,1.05e-08,1.727,-9.499499499,2.75e-07,-1.57e-05
1.52,1.05e-08,1.727,-9.479479479,1.97e-07,-1.57e-05
1.52,1.05e-08,1.727,-9.459459459,3.6e-07,-1.57e-05
1.52,1.05e-08,1.727,-9.439439439,2.85e-07,-1.57e-05
1.52,1.05e-08,1.727,-9.419419419,4.96e-07,-1.62e-05
1.52,1.05e-08,1.727,-9.399399399,6.17e-07,-1.62e-05
1.52,1.05e-08,1.727,-9.379379379,5.61e-07,-1.67e-05
1.5199,1.05e-08,1.727,-9.359359359,5.53e-07,-1.67e-05
1.5199,1.05e-08,1.727,-9.339339339,5.16e-07,-1.67e-05
1.5199,1.05e-08,1.727,-9.319319319,2.64e-07,-1.62e-05
1.5199,1.05e-08,1.727,-9.299299299,3.42e-07,-1.62e-05
1.5199,1.05e-08,1.727,-9.279279279,2.77e-07,-1.67e-05
1.5199,1.05e-08,1.727,-9.259259259,4.41e-07,-1.67e-05
1.5198,1.05e-08,1.727,-9.239239239,5.46e-07,-1.67e-05
1.5198,1.05e-08,1.727,-9.219219219,4.68e-07,-1.67e-05
1.5198,1.05e-08,1.727,-9.199199199,4.89e-07,-1.67e-05
1.5198,1.05e-08,1.727,-9.179179179,5.12e-07,-1.67e-05
1.5198,1.05e-08,1.727,-9.159159159,3.81e-07,-1.67e-05
1.5198,1.05e-08,1.727,-9.139139139,4.24e-07,-1.67e-05
1.5198,1.05e-08,1.727,-9.119119119,5.39e-07,-1.67e-05
1.5197,1.05e-08,1.727,-9.099099099,7.06e-07,-1.67e-05
1.5197,1.05e-08,1.727,-9.079079079,7.26e-07,-1.67e-05
1.5197,1.05e-08,1.727,-9.059059059,9.1e-07,-1.72e-05
1.5197,1.05e-08,1.727,-9.039039039,9.47e-07,-1.72e-05
1.5197,1.05e-08,1.727,-9.019019019,1.04e-06,-1.72e-05
1.5197,1.05e-08,1.727,-8.998998999,1.05e-06,-1.72e-05
1.5197,1.05e-08,1.727,-8.978978979,8.77e-07,-1.72e-05
1.5196,1.05e-08,1.727,-8.958958959,9.27e-07,-1.72e-05
1.5196,1.05e-08,1.727,-8.938938939,8.96e-07,-1.72e-05
1.5196,1.05e-08,1.727,-8.918918919,1.08e-06,-1.76e-05
1.5196,1.05e-08,1.727,-8.898898899,9.97e-07,-1.76e-05
1.5196,1.05e-08,1.727,-8.878878879,1.07e-06,-1.76e-05
1.5195,1.05e-08,1.727,-8.858858859,1.04e-06,-1.81e-05
1.5195,1.05e-08,1.727,-8.838838839,9.19e-07,-1.81e-05
1.5195,1.05e-08,1.727,-8.818818819,7.99e-07,-1.81e-05
1.5195,1.05e-08,1.727,-8.798798799,7.66e-07,-1.81e-05
1.5195,1.05e-08,1.727,-8.778778779,5.34e-07,-1.76e-05
1.5195,1.05e-08,1.727,-8.758758759,5.57e-07,-1.81e-05
1.5195,1.05e-08,1.727,-8.738738739,5.16e-07,-1.81e-05
1.5195,1.05e-08,1.727,-8.718718719,6.88e-07,-1.81e-05
1.5195,1.05e-08,1.727,-8.698698699,5.22e-07,-1.81e-05
1.5194,1.05e-08,1.727,-8.678678679,6.73e-07,-1.81e-05
1.5194,1.05e-08,1.727,-8.658658659,6.8e-07,-1.86e-05
1.5194,1.05e-08,1.727,-8.638638639,6.68e-07,-1.81e-05
1.5194,1.05e-08,1.727,-8.618618619,6e-07,-1.81e-05
1.5194,1.05e-08,1.727,-8.598598599,5.07e-07,-1.81e-05
1.5194,1.05e-08,1.727,-8.578578579,5.93e-07,-1.86e-05
1.5193,1.05e-08,1.727,-8.558558559,5.41e-07,-1.86e-05
1.5193,1.05e-08,1.727,-8.538538539,5.93e-07,-1.86e-05
1.5193,1.05e-08,1.727,-8.518518519,5.66e-07,-1.86e-05
1.5193,1.05e-08,1.727,-8.498498498,8.87e-07,-1.91e-05
1.5193,1.05e-08,1.727,-8.478478478,5.72e-07,-1.91e-05
1.5193,1.05e-08,1.727,-8.458458458,8.39e-07,-1.91e-05
1.5193,1.05e-08,1.727,-8.438438438,5.01e-07,-1.91e-05
1.5193,1.05e-08,1.727,-8.418418418,3.57e-07,-1.91e-05
1.5192,1.05e-08,1.727,-8.398398398,2.3e-07,-1.91e-05
1.5192,1.05e-08,1.727,-8.378378378,4.02e-07,-1.91e-05
1.5192,1.05e-08,1.727,-8.358358358,1.69e-07,-1.91e-05
1.5192,1.05e-08,1.727,-8.338338338,3.21e-07,-1.96e-05
1.5192,1.05e-08,1.727,-8.318318318,3.06e-07,-1.96e-05
1.5192,1.05e-08,1.727,-8.298298298,2.15e-07,-1.91e-05
1.5192,1.05e-08,1.727,-8.278278278,3.28e-07,-1.96e-05
1.5192,1.05e-08,1.727,-8.258258258,1.31e-07,-1.96e-05
1.5191,1.05e-08,1.727,-8.238238238,7.45e-08,-1.96e-05
1.5191,1.05e-08,1.727,-8.218218218,2.98e-08,-1.96e-05
1.5191,1.05e-08,1.727,-8.198198198,-5.59e-09,-1.96e-05
1.5191,1.05e-08,1.727,-8.178178178,-2.7e-08,-2e-05
1.5191,1.05e-08,1.727,-8.158158158,1.53e-07,-1.96e-05
1.5191,1.05e-08,1.727,-8.138138138,1.59e-07,-2e-05
1.519,1.05e-08,1.727,-8.118118118,2.83e-07,-2e-05
1.519,1.05e-08,1.727,-8.098098098,2.31e-07,-2e-05
1.519,1.05e-08,1.727,-8.078078078,1.1e-07,-2e-05
1.519,1.05e-08,1.727,-8.058058058,1.19e-07,-2e-05
1.519,1.05e-08,1.727,-8.038038038,-5.12e-08,-1.96e-05
1.519,1.05e-08,1.727,-8.018018018,-1.2e-07,-1.96e-05
1.519,1.05e-08,1.727,-7.997997998,-1.82e-07,-2e-05
1.519,1.05e-08,1.727,-7.977977978,-9.41e-08,-2e-05
1.5189,1.05e-08,1.727,-7.957957958,-1.6e-07,-2e-05
1.5189,1.05e-08,1.727,-7.937937938,-1.53e-07,-2e-05
1.5189,1.05e-08,1.727,-7.917917918,-3.04e-07,-2e-05
1.5189,1.05e-08,1.727,-7.897897898,-1.48e-07,-2e-05
1.5189,1.05e-08,1.727,-7.877877878,-2.21e-07,-2e-05
1.5189,1.05e-08,1.727,-7.857857858,-3.8e-07,-1.96e-05
1.5188,1.05e-08,1.727,-7.837837838,-1.57e-07,-2e-05
1.5188,1.05e-08,1.727,-7.817817818,-2.7e-07,-1.96e-05
1.5188,1.05e-08,1.727,-7.797797798,-2.21e-07,-2e-05
1.5188,1.05e-08,1.727,-7.777777778,-8.38e-09,-2e-05
1.5188,1.05e-08,1.727,-7.757757758,8.38e-09,-2e-05
1.5188,1.05e-08,1.727,-7.737737738,-1.68e-08,-2e-05
1.5188,1.05e-08,1.727,-7.717717718,5.22e-08,-2e-05
1.5188,1.05e-08,1.727,-7.697697698,-7.26e-08,-1.96e-05
1.5188,1.05e-08,1.727,-7.677677678,-1.12e-07,-1.96e-05
1.5187,1.05e-08,1.727,-7.657657658,-1.67e-07,-1.96e-05
1.5187,1.05e-08,1.727,-7.637637638,-9.22e-08,-1.96e-05
1.5187,1.05e-08,1.727,-7.617617618,6.98e-08,-2e-05
1.5187,1.05e-08,1.727,-7.597597598,8.66e-08,-2e-05
1.5187,1.05e-08,1.727,-7.577577578,1.75e-07,-2e-05
1.5187,1.05e-08,1.727,-7.557557558,2.06e-07,-2e-05
1.5187,1.05e-08,1.727,-7.537537538,1.42e-07,-2e-05
1.5186,1.05e-08,1.727,-7.517517518,-1.32e-07,-2e-05
1.5187,1.05e-08,1.727,-7.497497497,-7.45e-09,-2e-05
1.5186,1.05e-08,1.727,-7.477477477,9.31e-09,-2e-05
1.5186,1.05e-08,1.727,-7.457457457,-6.98e-08,-2e-05
1.5186,1.05e-08,1.727,-7.437437437,1.14e-07,-2e-05
1.5186,1.05e-08,1.727,-7.417417417,6.52e-08,-2.05e-05
1.5186,1.05e-08,1.727,-7.397397397,1.87e-07,-2.1e-05
1.5186,1.05e-08,1.727,-7.377377377,2.83e-07,-2.1e-05
1.5186,1.05e-08,1.727,-7.357357357,1.36e-07,-2.1e-05
1.5186,1.05e-08,1.727,-7.337337337,1.25e-07,-2.1e-05
1.5185,1.05e-08,1.727,-7.317317317,1.59e-07,-2.05e-05
1.5185,1.05e-08,1.727,-7.297297297,2.43e-07,-2.1e-05
1.5185,1.05e-08,1.727,-7.277277277,1.67e-07,-2.1e-05
1.5185,1.05e-08,1.727,-7.257257257,3.37e-07,-2.15e-05
1.5185,1.05e-08,1.727,-7.237237237,4.3e-07,-2.1e-05
1.5185,1.05e-08,1.727,-7.217217217,4.49e-07,-2.15e-05
1.5185,1.05e-08,1.727,-7.197197197,5.9e-07,-2.15e-05
1.5185,1.05e-08,1.727,-7.177177177,5.76e-07,-2.15e-05
1.5184,1.05e-08,1.727,-7.157157157,7.06e-07,-2.15e-05
1.5184,1.05e-08,1.727,-7.137137137,5.6e-07,-2.15e-05
1.5184,1.05e-08,1.727,-7.117117117,7.35e-07,-2.15e-05
1.5184,1.05e-08,1.727,-7.097097097,7.81e-07,-2.15e-05
1.5184,1.05e-08,1.727,-7.077077077,8.69e-07,-2.19e-05
1.5184,1.05e-08,1.727,-7.057057057,9.46e-07,-2.19e-05
1.5184,1.05e-08,1.727,-7.037037037,9.44e-07,-2.24e-05
1.5184,1.05e-08,1.727,-7.017017017,9.09e-07,-2.24e-05
1.5184,1.05e-08,1.727,-6.996996997,9.69e-07,-2.24e-05
1.5183,1.05e-08,1.727,-6.976976977,9.3e-07,-2.24e-05
1.5183,1.05e-08,1.727,-6.956956957,9.38e-07,-2.24e-05
1.5183,1.05e-08,1.727,-6.936936937,1.09e-06,-2.24e-05
1.5183,1.05e-08,1.727,-6.916916917,1.18e-06,-2.24e-05
1.5183,1.05e-08,1.727,-6.896896897,1.27e-06,-2.24e-05
1.5183,1.05e-08,1.727,-6.876876877,1.53e-06,-2.29e-05
1.5183,1.05e-08,1.727,-6.856856857,1.59e-06,-2.29e-05
1.5183,1.05e-08,1.727,-6.836836837,1.44e-06,-2.34e-05
1.5182,1.05e-08,1.727,-6.816816817,1.29e-06,-2.29e-05
1.5182,1.05e-08,1.727,-6.796796797,1.13e-06,-2.29e-05
1.5182,1.05e-08,1.727,-6.776776777,1.15e-06,-2.34e-05
1.5182,1.05e-08,1.727,-6.756756757,1.19e-06,-2.34e-05
1.5182,1.05e-08,1.727,-6.736736737,1.51e-06,-2.34e-05
1.5182,1.05e-08,1.727,-6.716716717,1.36e-06,-2.34e-05
1.5182,1.05e-08,1.727,-6.696696697,1.54e-06,-2.34e-05
1.5182,1.05e-08,1.727,-6.676676677,1.57e-06,-2.38e-05
1.5181,1.05e-08,1.727,-6.656656657,1.44e-06,-2.38e-05
1.5181,1.05e-08,1.727,-6.636636637,1.33e-06,-2.38e-05
1.5181,1.05e-08,1.727,-6.616616617,1.25e-06,-2.38e-05
1.5181,1.05e-08,1.727,-6.596596597,1.08e-06,-2.38e-05
1.5181,1.05e-08,1.727,-6.576576577,9.26e-07,-2.38e-05
1.5181,1.05e-08,1.727,-6.556556557,9.61e-07,-2.43e-05
1.5181,1.05e-08,1.727,-6.536536537,9.93e-07,-2.48e-05
1.5181,1.05e-08,1.727,-6.516516517,1.24e-06,-2.48e-05
1.5181,1.05e-08,1.727,-6.496496496,1.24e-06,-2.48e-05
1.518,1.05e-08,1.727,-6.476476476,1.41e-06,-2.48e-05
1.518,1.05e-08,1.727,-6.456456456,1.23e-06,-2.48e-05
1.518,1.05e-08,1.727,-6.436436436,9.91e-07,-2.48e-05
1.518,1.05e-08,1.727,-6.416416416,8.42e-07,-2.48e-05
1.518,1.05e-08,1.727,-6.396396396,8.47e-07,-2.53e-05
1.518,1.05e-08,1.727,-6.376376376,8.04e-07,-2.57e-05
1.518,1.05e-08,1.727,-6.356356356,6.47e-07,-2.57e-05
1.518,1.05e-08,1.727,-6.336336336,5.07e-07,-2.57e-05
1.5179,1.05e-08,1.727,-6.316316316,4.92e-07,-2.57e-05
1.5179,1.05e-08,1.727,-6.296296296,3.42e-07,-2.57e-05
